404,1
42895,1
43467,1
3,2
15,2
19,2
35,2
2,3
4060,4
6157,4
6707,4
8177,4
9293,4
9348,4
13404,4
18600,4
4196,5
19962,5
30488,5
35566,5
46362,5
21,6
67,6
83,6
17443,7
36678,7
52265,7
62,8
101,8
184,8
230,8
882,8
2029,8
6182,8
9580,8
49506,8
835,9
11,10
10,11
13,12
14,12
28,12
79,12
12,13
21,13
23,13
12,14
1564,14
2,15
31933,16
20,17
4343,17
7021,17
24406,17
50,18
2,19
54,19
17,20
4343,20
4466,20
7021,20
24406,20
37282,20
49499,20
6,21
13,21
22,21
28,21
39,21
43209,21
21,22
79,22
13,23
30,23
31,23
185,24
1765,24
3863,24
30770,24
1765,25
52265,25
54603,25
18863,26
48757,27
54175,27
12,28
21,28
46,28
79,28
16397,29
27027,29
23,30
23,31
38,32
42,33
36,34
2,35
34,36
37,36
52,36
36,37
242,37
347,37
32,38
1403,38
21,39
3247,40
11321,41
33,42
18508,43
230,44
6711,44
41830,44
36693,45
28,46
53,47
123,47
125,47
138,47
16397,47
24860,47
40953,48
47590,48
47953,48
49193,48
64,49
18,50
44297,50
60,51
36,52
47,53
125,53
19,54
55,54
76,54
165,54
54,55
56,55
24875,55
55,56
102,57
122,57
138,57
59,58
58,59
51,60
109,61
8,62
66,63
49,64
76,65
63,66
88,66
100,66
116,66
6,67
81,67
82,67
84,67
94,67
95,67
96,67
98,67
104,67
107,67
118,67
133,67
248,67
88,68
77,69
101,69
230,69
1555,69
1765,69
29426,69
71,70
70,71
88,72
74,73
73,74
109,75
54,76
65,76
69,77
80,78
12,79
22,79
28,79
85,79
229,79
249,79
2175,79
78,80
67,81
84,81
104,81
67,82
124,82
128,82
6,83
67,84
81,84
92,84
133,84
134,84
157,84
79,85
221,85
249,85
1199,85
28659,85
99,86
91,87
1097,87
5566,87
5567,87
18727,87
23181,87
29289,87
34255,87
35120,87
38078,87
50991,87
66,88
68,88
72,88
41764,88
44646,89
136,90
87,91
84,92
162,93
67,94
98,94
67,95
67,96
110,97
113,97
114,97
9799,97
21806,97
43938,97
45415,97
67,98
94,98
86,99
66,100
8,101
69,101
138,101
184,101
230,101
240,101
1765,101
2364,101
6182,101
6702,101
7615,101
7765,101
15873,101
18771,101
33773,101
43897,101
45537,101
52363,101
52386,101
57,102
52245,103
67,104
81,104
119,105
139,106
67,107
117,108
61,109
75,109
97,110
112,111
111,112
97,113
22234,113
35647,113
37518,113
45415,113
97,114
120,115
121,115
127,115
66,116
108,117
67,118
105,119
115,120
115,121
57,122
27780,122
47,123
138,123
82,124
47,125
53,125
174,125
25514,125
13323,126
48030,126
115,127
82,128
4735,129
131,130
137,130
130,131
140,132
141,132
67,133
84,133
84,134
9109,135
45474,135
90,136
151,136
338,136
4286,136
130,137
47,138
57,138
101,138
123,138
149,138
181,138
183,138
187,138
18053,138
106,139
132,140
132,141
143,142
158,142
186,142
142,143
150,143
155,143
158,143
159,143
42538,144
172,145
49144,146
148,147
189,147
280,147
576,147
882,147
2364,147
5277,147
13057,147
17410,147
30320,147
42246,147
147,148
138,149
143,150
155,150
158,150
159,150
10389,150
19567,150
26852,150
32959,150
136,151
185,152
230,152
6085,152
18287,153
21381,153
24675,153
25286,153
29238,154
143,155
150,155
54489,156
84,157
170,157
142,158
143,158
150,158
163,158
164,158
238,158
143,159
150,159
161,160
163,160
8957,160
31562,160
160,161
163,161
93,162
158,163
160,163
161,163
158,164
54,165
190,166
173,167
10945,168
44434,168
44447,168
45930,168
41817,169
157,170
1946,171
17713,171
19120,171
145,172
167,173
125,174
18135,174
24039,174
24611,174
35266,175
178,176
49308,177
176,178
180,179
182,179
179,180
138,181
179,182
138,183
8,184
101,184
230,184
2029,184
6499,184
6711,184
16841,184
18894,184
30488,184
47318,184
24,185
152,185
230,185
576,185
1765,185
6182,185
40953,185
142,186
138,187
191,188
23770,188
147,189
476,189
482,189
52588,189
54748,189
166,190
188,191
14610,192
223,193
2661,193
4072,193
9263,193
5921,194
196,195
197,195
198,195
199,195
218,195
195,196
195,197
200,197
201,197
257,197
258,197
195,198
195,199
197,200
197,201
254,202
263,202
272,202
409,202
29051,202
49166,203
205,204
16369,204
52371,204
204,205
23057,205
52371,205
207,206
209,206
211,206
215,206
216,206
232,206
274,206
11449,206
16467,206
28175,206
206,207
232,207
11557,208
34382,208
206,209
53604,209
213,210
206,211
8326,211
8934,211
12788,212
16573,212
19327,212
29641,212
32467,212
34970,212
52109,212
52569,212
210,213
11454,214
28032,214
206,215
206,216
226,217
237,217
241,217
245,217
250,217
260,217
324,217
454,217
195,218
1806,219
19107,219
42631,220
85,221
243,222
193,223
11609,223
11666,223
43209,224
2364,225
217,226
260,226
297,226
228,227
227,228
79,229
8,230
44,230
69,230
101,230
152,230
184,230
185,230
231,230
240,230
857,230
882,230
1555,230
1765,230
6182,230
29694,230
30183,230
30191,230
51258,230
52363,230
230,231
2007,231
2277,231
2364,231
2995,231
3120,231
3171,231
4072,231
4225,231
5061,231
10596,231
19503,231
32347,231
37028,231
43902,231
49178,231
206,232
207,232
1269,232
23826,233
461,234
9742,234
10556,234
10656,234
1311,235
246,236
217,237
473,237
475,237
158,238
9256,239
101,240
230,240
217,241
260,241
272,241
381,241
464,241
6475,241
10991,241
11264,241
16861,241
23384,241
23426,241
28837,241
32114,241
39878,241
37,242
222,243
597,244
642,244
217,245
260,245
299,245
320,245
323,245
369,245
439,245
236,246
269,246
463,246
2948,246
4854,246
12287,246
16784,246
566,247
33341,247
67,248
79,249
85,249
43661,249
217,250
1148,251
7065,251
22691,251
35309,251
42375,251
52064,251
54134,251
54579,251
55032,251
56155,251
453,252
562,252
488,253
4072,253
10596,253
12040,253
23061,253
27853,253
29659,253
36134,253
51150,253
202,254
263,254
272,254
285,254
5491,254
17080,254
24061,254
38010,254
38844,254
51626,254
52090,254
256,255
255,256
197,257
197,258
326,259
217,260
226,260
241,260
245,260
513,260
52036,261
6393,262
202,263
254,263
269,263
270,263
272,263
273,263
285,263
409,263
32258,263
555,264
560,264
651,264
704,264
5446,264
8659,264
9372,264
29259,264
8441,265
10328,265
546,266
294,267
358,267
1765,267
272,268
327,268
246,269
263,269
273,269
405,269
463,269
488,269
1173,269
3200,269
5618,269
7673,269
15739,269
16776,269
27689,269
34234,269
34799,269
36835,269
39271,269
40547,269
40935,269
41514,269
42626,269
47112,269
49870,269
263,270
272,270
285,270
272,271
202,272
241,272
254,272
263,272
268,272
270,272
271,272
273,272
283,272
284,272
381,272
409,272
464,272
568,272
7163,272
9146,272
10138,272
32019,272
42082,272
263,273
269,273
272,273
446,273
463,273
476,273
2940,273
5754,273
5883,273
20396,273
23694,273
27068,273
29836,273
33893,273
37062,273
206,274
16369,274
53604,274
53658,274
56271,274
276,275
275,276
39589,277
44883,278
629,279
2029,279
6510,279
7007,279
7463,279
24875,279
26534,279
33104,279
51659,279
147,280
23604,280
374,281
384,281
410,281
429,281
443,281
878,281
1102,281
10652,281
15314,281
24527,281
33282,281
48927,281
361,282
272,283
272,284
254,285
263,285
270,285
42393,285
315,286
413,287
527,287
4828,287
6000,287
344,288
570,288
1956,288
3421,288
5981,288
8553,288
9355,288
10652,288
10960,288
11713,288
13129,288
13479,288
16121,288
19930,288
28134,288
42478,288
53830,288
300,289
291,290
293,290
296,290
365,290
377,290
673,290
761,290
785,290
2288,290
15875,290
290,291
366,291
50379,291
1197,292
290,293
267,294
299,295
329,295
290,296
302,296
305,296
314,296
226,297
478,298
245,299
295,299
386,299
289,300
308,301
309,301
311,301
328,301
341,301
680,301
728,301
5130,301
9669,301
13130,301
16631,301
27292,301
27786,301
29125,301
30462,301
31818,301
40107,301
54669,301
296,302
304,303
361,303
303,304
313,304
318,304
325,304
361,304
365,304
383,304
389,304
395,304
403,304
426,304
1243,304
1550,304
296,305
365,306
662,306
381,307
464,307
29847,307
41226,307
301,308
301,309
728,309
5130,309
17142,309
42425,309
680,310
3645,310
19684,310
20530,310
38210,310
301,311
322,312
14586,312
16738,312
24571,312
29590,312
37861,312
37915,312
43619,312
54917,312
55636,312
304,313
318,313
325,313
326,313
336,313
361,313
363,313
389,313
417,313
538,313
889,313
1243,313
5860,313
296,314
286,315
352,316
319,317
349,317
350,317
400,317
670,317
304,318
313,318
361,318
395,318
317,319
245,320
3551,321
3586,321
4370,321
4614,321
6084,321
7065,321
8334,321
10088,321
10326,321
10899,321
11123,321
11253,321
11421,321
11961,321
12968,321
13014,321
14949,321
18590,321
23702,321
23761,321
24880,321
29861,321
30307,321
33452,321
312,322
698,322
699,322
753,322
19807,322
34846,322
37915,322
50401,322
55018,322
245,323
217,324
304,325
313,325
259,326
313,326
4933,326
10314,326
10407,326
27145,326
31874,326
32863,326
41011,326
46392,326
268,327
301,328
340,328
418,328
680,328
22467,328
22742,328
31102,328
35586,328
295,329
7534,330
31092,330
40923,330
12535,331
18172,331
45279,331
471,332
517,333
1733,333
1842,333
2036,333
2381,333
36930,333
39684,333
45015,333
54529,333
16190,334
14417,335
22235,335
22726,335
24390,335
25425,335
47297,335
50183,335
54494,335
313,336
344,337
640,337
2301,337
25425,337
27478,337
136,338
348,338
30428,339
54792,339
55883,339
328,340
11204,340
43005,340
301,341
354,342
451,342
571,342
574,342
580,342
693,342
944,342
15440,342
28929,342
365,343
288,344
337,344
381,344
1419,344
1457,344
11284,344
12091,344
12175,344
12183,344
21819,344
23668,344
24899,344
27807,344
38151,344
42409,344
42478,344
51420,344
55609,344
346,345
2812,345
3465,345
3559,345
6331,345
13227,345
14033,345
16693,345
20269,345
22309,345
24471,345
34864,345
52157,345
54832,345
345,346
37,347
338,348
317,349
350,349
400,349
317,350
349,350
400,350
669,350
51981,351
316,352
1444,353
342,354
451,354
571,354
574,354
580,354
693,354
813,354
942,355
53120,355
360,356
375,356
399,356
3999,356
22022,356
359,357
368,357
267,358
357,359
356,360
282,361
303,361
304,361
313,361
318,361
389,361
457,361
367,362
455,362
1032,362
1308,362
1612,362
313,363
365,363
373,363
435,363
477,363
5334,363
11577,363
5155,364
11153,364
23088,364
30558,364
30802,364
32185,364
38311,364
38343,364
290,365
304,365
306,365
343,365
363,365
390,365
448,365
606,365
636,365
662,365
931,365
1243,365
291,366
387,366
362,367
357,368
245,369
378,370
372,371
371,372
363,373
435,373
477,373
281,374
356,375
24239,376
290,377
370,378
412,379
415,379
13270,379
32226,379
382,380
431,380
241,381
272,381
307,381
344,381
464,381
1457,381
9962,381
16544,381
46966,381
380,382
28148,382
304,383
35181,383
281,384
385,384
384,385
299,386
366,387
2670,388
3374,388
7484,388
9047,388
304,389
313,389
361,389
393,389
457,389
365,390
448,390
452,390
479,390
4317,391
394,392
406,392
408,392
427,392
32299,392
389,393
672,393
717,393
392,394
304,395
318,395
695,395
1243,395
557,396
706,396
709,396
4129,397
407,398
356,399
317,400
349,400
350,400
421,401
38680,401
38694,401
43646,401
689,402
304,403
480,403
1,404
591,404
5612,404
6130,404
8585,404
13628,404
15056,404
17159,404
17688,404
32604,404
269,405
652,405
47656,405
54909,405
392,406
398,407
392,408
202,409
263,409
272,409
281,410
16406,410
24707,410
26408,410
34447,410
414,411
420,411
637,411
379,412
415,412
36603,412
287,413
411,414
420,414
379,415
412,415
438,415
18176,415
21657,415
32226,415
437,416
313,417
789,417
328,418
802,419
11619,419
411,420
414,420
401,421
14724,421
19295,421
24527,421
30076,421
30289,421
38694,421
51548,421
586,422
1203,422
805,423
8585,423
9280,423
15087,423
20000,423
21036,423
21276,423
24239,423
30774,423
31053,423
31697,423
36866,423
38456,423
46896,423
54853,423
425,424
434,424
676,424
1255,424
52766,424
424,425
304,426
392,427
599,428
15472,428
16277,428
17254,428
19457,428
22123,428
24569,428
24838,428
30595,428
32293,428
281,429
432,430
380,431
430,432
477,433
1283,433
12236,433
21219,433
424,434
363,435
373,435
477,435
11577,435
38956,435
32185,436
416,437
415,438
245,439
531,440
631,440
7781,440
29914,440
30039,440
34771,440
35899,440
445,441
601,442
281,443
19420,443
21680,443
23575,443
53133,443
28514,444
29231,444
40679,444
43538,444
441,445
273,446
476,446
6610,447
52410,447
365,448
390,448
452,448
7704,449
7757,449
8052,449
17417,449
20289,449
33933,449
42186,449
47913,449
49089,449
834,450
1819,450
4803,450
40877,450
342,451
354,451
571,451
574,451
580,451
693,451
795,451
390,452
448,452
252,453
217,454
362,455
6711,456
23091,456
31914,456
32175,456
32375,456
33446,456
36388,456
43402,456
48717,456
51455,456
361,457
389,457
519,458
460,459
506,459
510,459
5282,459
53704,459
459,460
503,460
234,461
6984,462
19794,462
20190,462
27064,462
39471,462
47461,462
52444,462
246,463
269,463
273,463
488,463
832,463
3840,463
15806,463
38620,463
241,464
272,464
307,464
381,464
496,464
755,464
1457,464
2797,464
13037,464
16861,464
20386,464
30438,464
52126,464
537,465
2050,466
2815,466
3232,466
3254,466
9501,466
43970,466
45344,466
12794,467
13217,467
13806,467
14085,467
14422,467
14444,467
16017,467
37900,467
5291,468
10328,468
10460,468
18543,468
19295,468
19401,468
20816,468
24720,468
30075,468
31390,468
35966,468
37344,468
37505,468
43226,468
44672,468
671,469
779,469
21774,469
523,470
20372,470
21613,470
332,471
20803,472
237,473
1320,474
237,475
641,475
189,476
273,476
446,476
363,477
373,477
433,477
435,477
11577,477
21219,477
38956,477
298,478
563,478
7836,478
390,479
403,480
485,480
511,480
2531,481
189,482
40206,482
49159,482
525,483
3385,484
480,485
8568,486
35501,486
41494,486
49849,486
45413,487
47421,487
253,488
269,488
463,488
763,488
22619,488
490,489
491,489
492,489
493,489
498,489
6812,489
6840,489
7573,489
7587,489
7588,489
9461,489
9476,489
9534,489
23277,489
27997,489
36939,489
489,490
492,490
1024,490
2916,490
5178,490
7480,490
8444,490
8477,490
9027,490
17116,490
18285,490
32190,490
40349,490
489,491
23277,491
489,492
490,492
498,492
6840,492
23277,492
489,493
501,493
702,494
810,494
820,494
831,494
889,494
929,494
989,494
3550,494
3858,494
4092,494
4184,494
5038,494
7493,494
8635,494
15211,494
18362,494
18430,494
19933,494
20108,494
20613,494
20735,494
21546,494
21683,494
21792,494
24466,494
29655,494
34771,494
35022,494
35802,494
35899,494
36304,494
39187,494
39815,494
500,495
12569,495
464,496
28186,496
35643,496
47551,496
514,497
489,498
492,498
7573,498
7587,498
7588,498
8399,498
8464,498
9461,498
9476,498
9534,498
17070,498
23277,498
23902,498
36939,498
521,499
495,500
493,501
38634,502
460,503
504,503
503,504
16234,505
44500,505
459,506
507,506
508,506
517,506
506,507
506,508
24052,508
783,509
4347,509
32432,509
459,510
480,511
41421,512
260,513
2947,513
8250,513
9192,513
23218,513
46406,513
497,514
4641,515
1243,516
333,517
506,517
1733,517
1916,517
936,518
458,519
7788,520
13533,520
17642,520
27521,520
41514,520
499,521
1044,522
26696,522
470,523
5469,524
483,525
6831,526
12444,526
287,527
539,527
529,528
551,528
598,528
604,528
819,528
899,528
956,528
1002,528
1510,528
5703,528
6727,528
12200,528
528,529
531,529
606,529
647,529
744,529
1002,529
1209,529
1798,529
5877,529
7781,529
11476,529
12729,529
13554,529
13684,529
14688,529
23113,529
602,530
440,531
529,531
660,531
697,531
707,531
732,531
810,531
831,531
1316,531
1435,531
1989,531
4184,531
18303,531
19361,531
20169,531
21528,531
53830,531
12081,532
535,533
590,534
4282,534
9984,534
11951,534
15195,534
22832,534
29636,534
40040,534
55438,534
533,535
3930,535
18610,536
465,537
313,538
593,538
527,539
541,539
5533,540
539,541
542,541
547,541
541,542
548,543
579,544
608,544
1066,544
4806,544
15803,545
266,546
541,547
567,547
543,548
1565,549
14610,550
33684,550
35368,550
53167,550
528,551
552,551
598,551
634,551
658,551
665,551
697,551
714,551
797,551
889,551
1405,551
1798,551
3566,551
4890,551
5877,551
8009,551
8302,551
8317,551
8386,551
12118,551
12808,551
13554,551
18292,551
18303,551
21219,551
23432,551
26307,551
30377,551
551,552
553,552
554,552
552,553
552,554
264,555
7744,555
7763,555
20110,555
20540,555
24629,555
33990,555
618,556
625,556
657,556
658,556
702,556
831,556
858,556
989,556
1235,556
3345,556
3436,556
7493,556
8572,556
8585,556
8635,556
13565,556
13628,556
14139,556
15056,556
15102,556
15211,556
17318,556
17688,556
18158,556
18742,556
20097,556
22284,556
24283,556
30042,556
38724,556
42100,556
396,557
14939,558
36312,558
604,559
639,559
929,559
1130,559
1207,559
1633,559
1798,559
21599,559
23589,559
40520,559
264,560
9372,560
36953,560
565,561
252,562
478,563
578,564
561,565
247,566
547,567
272,568
10598,569
288,570
342,571
354,571
451,571
574,571
594,571
48839,571
17983,572
19289,572
20372,572
28439,572
30104,572
33952,572
4314,573
53759,573
342,574
354,574
451,574
571,574
580,574
693,574
795,574
51372,575
147,576
185,576
6182,576
7495,576
9125,576
17443,576
31115,576
38821,576
40603,576
40953,576
52193,576
16870,577
564,578
544,579
342,580
354,580
451,580
574,580
693,580
582,581
583,581
1274,581
581,582
622,582
581,583
611,584
1351,585
422,586
648,587
935,587
609,588
15892,589
534,590
404,591
23606,591
23844,591
28875,591
28893,591
29093,591
31059,591
36763,591
40844,591
42152,591
44477,591
46079,591
48678,591
48927,591
51150,591
54052,591
2629,592
5915,592
8450,592
15872,592
26289,592
26335,592
27122,592
36609,592
38845,592
39755,592
42125,592
42466,592
52153,592
52444,592
538,593
697,593
831,593
2431,593
7781,593
571,594
25982,595
3119,596
8190,596
9159,596
18142,596
27860,596
45118,596
47668,596
244,597
642,597
528,598
551,598
604,598
610,598
956,598
977,598
1002,598
1405,598
6727,598
8438,598
27659,598
40515,598
428,599
3904,600
3917,600
3929,600
4072,600
4182,600
4543,600
4651,600
4666,600
4743,600
4950,600
5183,600
5743,600
5918,600
6182,600
7232,600
8830,600
9996,600
16417,600
32919,600
51150,600
442,601
530,602
615,603
775,603
528,604
559,604
598,604
662,604
690,604
725,604
831,604
899,604
977,604
1002,604
1480,604
2074,604
4110,604
5633,604
5703,604
6727,604
8597,604
10030,604
11268,604
13130,604
14373,604
18026,604
21599,604
23114,604
26307,604
39044,604
621,605
12236,605
12808,605
52540,605
365,606
529,606
610,606
611,606
714,606
732,606
2431,606
2708,606
5703,606
26076,606
932,607
544,608
588,609
598,610
606,610
5795,610
21064,610
47110,610
52394,610
584,611
606,611
639,611
1798,611
31578,611
52556,611
946,612
987,612
624,613
12347,614
15838,614
22590,614
23175,614
29313,614
32696,614
44500,614
45558,614
603,615
626,616
836,617
897,617
556,618
4184,619
14512,619
35258,619
627,620
824,620
2183,620
5877,620
605,621
744,621
582,622
631,623
632,623
636,623
638,623
639,623
661,623
690,623
714,623
873,623
30314,623
613,624
556,625
658,625
702,625
8635,625
9596,625
13628,625
17318,625
616,626
620,627
643,628
279,629
18894,629
23008,629
26182,629
42138,629
24572,630
48542,630
440,631
623,631
1435,631
38265,631
54086,631
623,632
633,632
635,632
639,632
714,632
744,632
749,632
820,632
1078,632
1497,632
1798,632
2074,632
8009,632
12911,632
34349,632
632,633
744,633
551,634
720,634
824,634
929,634
1294,634
1798,634
4336,634
5877,634
5897,634
13554,634
18292,634
36187,634
632,635
639,635
714,635
2695,635
26307,635
34819,635
365,636
623,636
638,636
639,636
649,636
817,636
3399,636
411,637
623,638
636,638
559,639
611,639
623,639
632,639
635,639
636,639
655,639
714,639
744,639
752,639
816,639
1078,639
1145,639
1497,639
1709,639
2074,639
9847,639
10153,639
25561,639
337,640
25425,640
475,641
244,642
597,642
628,643
1181,644
662,645
659,646
4916,646
529,647
1401,647
2074,647
587,648
636,649
14905,650
264,651
704,651
52088,651
405,652
8317,653
11406,653
11847,653
16013,653
17491,653
17615,653
21646,653
21740,653
22155,653
22488,653
23354,653
29609,653
32604,653
37805,653
39547,653
43342,653
43796,653
45280,653
55669,653
38568,654
639,655
1961,656
28745,656
37598,656
556,657
551,658
556,658
625,658
702,658
